"id","section_id","section_name","hmis_code","hmis_name","disease_id","five_character_icd_code","four_character_icd_code","disease_name","simplified_name"
455,"1.3.6 ","1.3.6 ENT conditions",EN12,Vertigo,3646,H81.4,H814,Vertigo of central origin,"Central positional nystagmus, "
456,"1.3.6 ","1.3.6 ENT conditions",EN12,Vertigo,3645,H81.3,H813,Other peripheral vertigo,"Lermoyez syndrome, Vertigo: aural, Vertigo: otogenic, Vertigo: peripheral NOS, "
457,"1.3.6 ","1.3.6 ENT conditions",EN12,Vertigo,3643,H81.1,H811,Benign paroxysmal vertigo,''
458,"1.3.6 ","1.3.6 ENT conditions",EN11,Mastoid abscess,3631,H74.9,H749,"Disorder of middle ear and mastoid, unspecified",''
459,"1.3.6 ","1.3.6 ENT conditions",EN02,Mastoiditis,3611,H70.9,H709,"Mastoiditis, unspecified",''
460,"1.3.6 ","1.3.6 ENT conditions",EN17,Other ENT conditions,3605,H69.9,H699,"Eustachian tube disorder, unspecified",''
461,"1.3.6 ","1.3.6 ENT conditions",EN17,Other ENT conditions,3603,H69.0,H690,Patulous Eustachian tube,''
462,"1.3.6 ","1.3.6 ENT conditions",EN17,Other ENT conditions,3602,H69,H69,Other disorders of Eustachian tube,''
463,"1.3.6 ","1.3.6 ENT conditions",EN01,Otitis media acute and chronic,3598,H67.8,H678,Otitis media in other diseases classified elsewhere,''
464,"1.3.7 ","1.3.7 Eye conditions",EC07,Operable Cataract(<6/60),11264,Y65.2,Y652,Failure in suture or ligature during surgical operation,''
465,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3450,H40.6,H406,Glaucoma secondary to drugs,''
466,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3451,H40.8,H408,Other glaucoma,''
467,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3452,H40.9,H409,"Glaucoma, unspecified",''
468,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3453,H42,H42,Glaucoma in diseases classified elsewhere,''
469,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3454,H42.0,H420,"Glaucoma in endocrine, nutritional and metabolic diseases","Glaucoma in: amyloidosis, Glaucoma in: Lowe syndrome, "
470,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3455,H42.8,H428,Glaucoma in other diseases classified elsewhere,"Glaucoma in onchocerciasis, "
649,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3747,I15.0,I150,Renovascular hypertension,''
471,"1.3.7 ","1.3.7 Eye conditions",EC16,Endophthalmitis,3476,H45.1,H451,Endophthalmitis in diseases classified elsewhere,"Endophthalmitis in: cysticercosis, Endophthalmitis in: onchocerciasis, Endophthalmitis in: toxocariasis, "
472,"1.3.7 ","1.3.7 Eye conditions",EC19,Strabismus,3509,H50.9,H509,"Strabismus, unspecified","Squint, "
473,"1.3.7 ","1.3.7 Eye conditions",EC26,Blindness,3532,H53.6,H536,Night blindness,''
474,"1.3.7 ","1.3.7 Eye conditions",EC26,Blindness,3535,H54,H54,Visual impairment including blindness (binocular or monocular),''
475,"1.3.7 ","1.3.7 Eye conditions",EC26,Blindness,3536,H54.0,H540,"Blindness, binocular","Visual impairment categories 3,4,5 in both eyes, "
476,"1.3.7 ","1.3.7 Eye conditions",EC26,Blindness,3540,H54.4,H544,"Blindness, monocular","Visual impairment categories 3, 4, 5 in one eye and categories 0, 1, 2 or 9 in the other eye., "
477,"1.3.7 ","1.3.7 Eye conditions",EC27,Other eye conditions,3375,H25,H25,Senile cataract,''
478,"1.3.7 ","1.3.7 Eye conditions",EC03,Ophthalmianeonatorum,7415,Q14.2,Q142,Congenital malformation of optic disc,"Coloboma of optic disc, "
479,"1.3.7 ","1.3.7 Eye conditions",EC20,Ptosis and other lid Disorders,7382,Q10.0,Q100,Congenital ptosis,''
480,"1.3.7 ","1.3.7 Eye conditions",EC10,Trachoma,352,A71.0,A710,Initial stage of trachoma,"Trachoma dubium, "
481,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3449,H40.5,H405,Glaucoma secondary to other eye disorders,''
482,"1.3.7 ","1.3.7 Eye conditions",EC10,Trachoma,353,A71.1,A711,Active stage of trachoma,"Granular conjunctivitis (trachomatous) | Traumatic conjunctivitis, Granular conjunctivitis (trachomatous), Trachomatous: follicular conjunctivitis, Trachomatous: pannus, "
483,"1.3.7 ","1.3.7 Eye conditions",EC10,Trachoma,354,A71.9,A719,"Trachoma, unspecified",''
484,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3448,H40.4,H404,Glaucoma secondary to eye inflammation,''
485,"1.3.7 ","1.3.7 Eye conditions",EC23,Other Malignant Tumours,1129,C44,C44,Other malignant neoplasms of skin,"malignant neoplasm of: sebaceous glands, malignant neoplasm of: sweat glands, "
486,"1.3.7 ","1.3.7 Eye conditions",EC02,Bacterial conjunctivitis,11534,Z23,Z23,Need for immunization against single bacterial diseases,''
487,"1.3.7 ","1.3.7 Eye conditions",EC08,Refractive Errors,6906,O92.0,O920,Retracted nipple associated with childbirth,''
488,"1.3.7 ","1.3.7 Eye conditions",EC06,Unoperable cataract(>6/60),1395,C88,C88,Malignant immunoproliferative diseases,''
489,"1.3.7 ","1.3.7 Eye conditions",EC18,Tumors,1448,C96.2,C962,Malignant mast cell tumour,"Aggressive systemic mastocytosis, Mast cell sarcoma, "
490,"1.3.7 ","1.3.7 Eye conditions",EC24,Other Benign Tumours/Growths,1601,D21,D21,Other benign neoplasms of connective and other soft tissue,"blood vessel, bursa, cartilage, fascia, fat, ligament, except uterine, lymphatic channel, muscle, synovia, tendon (sheath), "
491,"1.3.7 ","1.3.7 Eye conditions",EC15,Uveitis,5573,M41.1,M411,Juvenile idiopathic scoliosis,"Adolescent scoliosis, "
492,"1.3.7 ","1.3.7 Eye conditions",EC05,Corneal Ulcers/ Keratitis,5122,L57.0,L570,Actinic keratosis,"Keratosis: NOS, Keratosis: senile, Keratosis: solar, "
493,"1.3.7 ","1.3.7 Eye conditions",EC25,Other Eye Disorders,10890,X37,X37,Victim of cataclysmic storm,"blizzard, cloudburst, cyclone, hurricane, tidal wave caused by storm, tornado, torrential rain, transport vehicle washed off road by storm, "
494,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3447,H40.3,H403,Glaucoma secondary to eye trauma,''
495,"1.3.7 ","1.3.7 Eye conditions",EC21,Squamous Cell Carcinoma of Conjunctiva,5071,L44,L44,Other papulosquamous disorders,''
496,"1.3.7 ","1.3.7 Eye conditions",EC01,Allergic conjunctivitis,9236,T15.1,T151,Foreign body in conjunctival sac,"Conjunctival foreign body, "
497,"1.3.7 ","1.3.7 Eye conditions",EC28,Spectacles Dispensed,12103,Z97.3,Z973,Presence of spectacles and contact lenses,''
498,"1.3.7 ","1.3.7 Eye conditions",EC04,Other forms of conjunctivitis,9236,T15.1,T151,Foreign body in conjunctival sac,"Conjunctival foreign body, "
499,"1.3.7 ","1.3.7 Eye conditions",EC27,Other eye conditions,3385,H26.3,H263,Drug-induced cataract,''
500,"1.3.7 ","1.3.7 Eye conditions",EC27,Other eye conditions,3377,H25.1,H251,Senile nuclear cataract,"Cataracta brunescens, Nuclear sclerosis cataract, "
501,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3446,H40.2,H402,Primary angle-closure glaucoma,"Angle-closure glaucoma (primary)(residual stage): acute, Angle-closure glaucoma (primary)(residual stage): chronic, Angle-closure glaucoma (primary)(residual stage): intermittent, "
502,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3445,H40.1,H401,Primary open-angle glaucoma,"Glaucoma (primary)(residual stage): capsular with pseudoexfoliation of lens, Glaucoma (primary)(residual stage): chronic simple, Glaucoma (primary)(residual stage): low-tension, Glaucoma (primary)(residual stage): pigmentary, "
503,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3444,H40.0,H400,Glaucoma suspect,"Ocular hypertension, "
504,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,3443,H40,H40,Glaucoma,''
505,"1.3.7 ","1.3.7 Eye conditions",EC13,Diabetic Retinopathy(All stages),3441,H36.0,H360,Diabetic retinopathy,''
506,"1.3.7 ","1.3.7 Eye conditions",EC22,Retinoblastoma,3437,H35.7,H357,Separation of retinal layers,"Central serous chorioretinopathy, Detachment of retinal pigment epithelium, "
507,"1.3.7 ","1.3.7 Eye conditions",EC14,"Chorioretinal, Macular & Vitreous Disorders",3433,H35.3,H353,Degeneration of macula and posterior pole,"Macula degeneration, Angioid streaks of macula, Cyst of macula, Drusen (degenerative) of macula, Hole of macula, Puckering of macula, Kuhnt-Junius degeneration, Senile macular degeneration (atrophic)(exudative), Toxic maculopathy, "
508,"1.3.7 ","1.3.7 Eye conditions",EC25,Other Eye Disorders,3397,H28.2,H282,Cataract in other diseases classified elsewhere,"Myotonic cataract, "
509,"1.3.7 ","1.3.7 Eye conditions",EC10,Trachoma,351,A71,A71,Trachoma,''
510,"1.3.7 ","1.3.7 Eye conditions",EC17,Corneal scars (Non trachomatous),3342,H18.2,H182,Other corneal oedema,''
511,"1.3.7 ","1.3.7 Eye conditions",EC12,Ocular Trauma and Burns,9325,T26.5,T265,Corrosion of eyelid and periocular area,''
512,"1.3.7 ","1.3.7 Eye conditions",EC27,Other eye conditions,3376,H25.0,H250,Senile incipient cataract,"Senile cataract: coronary, Senile cataract: cortical, Senile cataract: punctate, Subcapsular polar senile cataract (anterior)(posterior), Water clefts, "
513,"1.3.7 ","1.3.7 Eye conditions",EC09,Glaucoma,7420,Q15.0,Q150,Congenital glaucoma,"Buphthalmos, Glaucoma of newborn, Hydrophthalmos, Keratoglobus, congenital, with glaucoma, Macrocornea with glaucoma, Macrophthalmos in congenital glaucoma, Megalocornea with glaucoma, "
514,"1.3.7 ","1.3.7 Eye conditions",EC11,Vitamin A Deficiency,2247,E64.1,E641,Sequelae of vitamin A deficiency,''
515,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2552,F20.2,F202,Catatonic schizophrenia,"Catatonic stupor, Schizophrenic: catalepsy, Schizophrenic: catatonia, Schizophrenic: flexibilitas cerea, "
516,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2555,F20.5,F205,Residual schizophrenia,"Chronic undifferentiated schizophrenia, Restzustand (schizophrenic), Schizophrenic residual state, "
517,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2556,F20.6,F206,Simple schizophrenia,''
518,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2557,F20.8,F208,Other schizophrenia,"Cenesthopathic schizophrenia, Schizophreniform: disorder NOS, Schizophreniform: psychosis NOS, "
519,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2558,F20.9,F209,"Schizophrenia, unspecified",''
520,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2586,F31,F31,Bipolar affective disorder,"manic depression, manic-depressive: illness, manic-depressive: psychosis, manic-depressive: reaction, "
521,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2587,F31.0,F310,"Bipolar affective disorder, current episode hypomanic",''
522,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2588,F31.1,F311,"Bipolar affective disorder, current episode manic without psychotic symptoms",''
523,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2589,F31.2,F312,"Bipolar affective disorder, current episode manic with psychotic symptoms",''
524,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2590,F31.3,F313,"Bipolar affective disorder, current episode mild or moderate depression",''
525,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2591,F31.4,F314,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",''
526,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2592,F31.5,F315,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",''
527,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2593,F31.6,F316,"Bipolar affective disorder, current episode mixed",''
528,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2594,F31.7,F317,"Bipolar affective disorder, currently in remission",''
529,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2595,F31.8,F318,Other bipolar affective disorders,"Bipolar II disorder, Recurrent manic episodes NOS, "
530,"1.3.8 ","1.3.8 MentalHealth",MH04,Bipolar disorders,2596,F31.9,F319,"Bipolar affective disorder, unspecified","Manic depression NOS, "
531,"1.3.8 ","1.3.8 MentalHealth",MH03,Unipolar Depressive Disorder,2611,F33.9,F339,"Recurrent depressive disorder, unspecified","Monopolar depression NOS, "
532,"1.3.8 ","1.3.8 MentalHealth",MH02,Anxiety Disorders due to gender based violence,2629,F41.0,F410,Panic disorder [episodic paroxysmal anxiety],"Panic: attack, Panic: state, "
533,"1.3.8 ","1.3.8 MentalHealth",MH02,Anxiety Disorders due to gender based violence,2630,F41.1,F411,Generalized anxiety disorder,"Anxiety: neurosis, Anxiety: reaction, Anxiety: state, "
534,"1.3.8 ","1.3.8 MentalHealth",MH03,Unipolar Depressive Disorder,2631,F41.2,F412,Mixed anxiety and depressive disorder,"Anxiety depression (mild or not persistent), "
535,"1.3.8 ","1.3.8 MentalHealth",MH01,Anxiety Disorders,2632,F41.3,F413,Other mixed anxiety disorders,''
536,"1.3.8 ","1.3.8 MentalHealth",MH02,Anxiety Disorders due to gender based violence,2632,F41.3,F413,Other mixed anxiety disorders,''
537,"1.3.8 ","1.3.8 MentalHealth",MH01,Anxiety Disorders,2633,F41.8,F418,Other specified anxiety disorders,"Anxiety hysteria, "
538,"1.3.8 ","1.3.8 MentalHealth",MH01,Anxiety Disorders,2634,F41.9,F419,"Anxiety disorder, unspecified","Anxiety NOS, "
539,"1.3.8 ","1.3.8 MentalHealth",MH06,Post -Traumatic Stress Disorder,2643,F43.1,F431,Post-traumatic stress disorder,"Traumatic neurosis, "
540,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2673,F50.1,F501,Atypical anorexia nervosa,''
541,"1.3.8 ","1.3.8 MentalHealth",MH15,Internet addiction,2726,F63.0,F630,Pathological gambling,"Compulsive gambling, "
542,"1.3.8 ","1.3.8 MentalHealth",MH15,Internet addiction,2730,F63.8,F638,Other habit and impulse disorders,"Intermittent explosive disorder, "
543,"1.3.8 ","1.3.8 MentalHealth",MH19,Intellectual disability,2789,F80,F80,Specific developmental disorders of speech and language,''
544,"1.3.8 ","1.3.8 MentalHealth",MH20,Autism spectrum disorders,2806,F84.0,F840,Childhood autism,"Autistic disorder, Infantile: autism, Infantile: psychosis, Kanner syndrome, "
545,"1.3.8 ","1.3.8 MentalHealth",MH20,Autism spectrum disorders,2807,F84.1,F841,Atypical autism,"Atypical childhood psychosis, Mental retardation with autistic features, "
546,"1.3.8 ","1.3.8 MentalHealth",MH03,Unipolar Depressive Disorder,2829,F92.0,F920,Depressive conduct disorder,"Conduct disorder in F91.- associated with depressive disorder in F32.-, "
547,"1.3.8 ","1.3.8 MentalHealth",MH02,Anxiety Disorders due to gender based violence,2834,F93.1,F931,Phobic anxiety disorder of childhood,''
548,"1.3.8 ","1.3.8 MentalHealth",MH02,Anxiety Disorders due to gender based violence,2835,F93.2,F932,Social anxiety disorder of childhood,"Avoidant disorder of childhood or adolescence, "
549,"1.3.8 ","1.3.8 MentalHealth",MH13,Other form of Dementia,2396,F00.0,F000,Dementia in Alzheimer disease with early onset,"Alzheimer disease, type 2, Presenile dementia, Alzheimer type, Primary degenerative dementia of the Alzheimer type, presenile onset, "
550,"1.3.8 ","1.3.8 MentalHealth",MH13,Other form of Dementia,2395,F00,F00,Dementia in Alzheimer disease,''
551,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2955,G30,G30,Alzheimer disease,"senile and presenile forms, "
552,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2957,G30.1,G301,Alzheimer disease with late onset,''
553,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2958,G30.8,G308,Other Alzheimer disease,''
554,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2959,G30.9,G309,"Alzheimer disease, unspecified",''
555,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2984,G40,G40,Epilepsy,''
556,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2985,G40.0,G400,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,"Benign childhood epilepsy with centrotemporal EEG spikes, Childhood epilepsy with occipital EEG paroxysms, "
557,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2986,G40.1,G401,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,"Attacks without alteration of consciousness, Simple partial seizures developing into secondarily generalized seizures, "
558,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2987,G40.2,G402,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,"Attacks with alteration of consciousness, often with automatisms, Complex partial seizures developing into secondarily generalized seizures, "
559,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2988,G40.3,G403,Generalized idiopathic epilepsy and epileptic syndromes,"Benign: myoclonic epilepsy in infancy, Benign: neonatal convulsions (familial), Childhood absence epilepsy [pyknolepsy], Epilepsy with grand mal seizures on awakening, Juvenile: absence epilepsy, Juvenile: myoclonic epilepsy [impulsive petit mal], Nonspecific epileptic seizures: atonic, Nonspecific epileptic seizures: clonic, Nonspecific epileptic seizures: myoclonic, Nonspecific epileptic seizures: tonic, Nonspecific epileptic seizures: tonic-clonic, "
560,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2989,G40.4,G404,Other generalized epilepsy and epileptic syndromes,"Epilepsy with: myoclonic absences, Epilepsy with: myoclonic-astatic seizures, Infantile spasms, Lennox-Gastaut syndrome, Salaam attacks, Symptomatic early myoclonic encephalopathy, West syndrome, "
561,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2993,G40.8,G408,Other epilepsy,"Epilepsies and epileptic syndromes undetermined as to whether they are focal or generalized, "
562,"1.3.8 ","1.3.8 MentalHealth",MH07,Epilepsy,2994,G40.9,G409,"Epilepsy, unspecified","Epileptic: convulsions NOS, Epileptic: fits NOS, Epileptic: seizures NOS, "
563,"1.3.8 ","1.3.8 MentalHealth",MH17,Substance (Drug) use Disorder,11196,Y57.9,Y579,"Drug or medicament, unspecified",''
564,"1.3.8 ","1.3.8 MentalHealth",MH08,HIV related psychosis,11519,Z20.6,Z206,Contact with and exposure to human immunodeficiency virus [HIV],''
565,"1.3.8 ","1.3.8 MentalHealth",MH10,HIV related dementia,11523,Z21,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status,"HIV positive NOS, "
566,"1.3.8 ","1.3.8 MentalHealth",MH06,Post -Traumatic Stress Disorder,11650,Z39.2,Z392,Routine postpartum follow-up,''
567,"1.3.8 ","1.3.8 MentalHealth",MH14,Other Adult Mental Health Conditions,11780,Z56.6,Z566,Other physical and mental strain related to work,''
568,"1.3.8 ","1.3.8 MentalHealth",MH16,Alcohol Use Disorder,11883,Z71.4,Z714,Alcohol abuse counselling and surveillance,''
569,"1.3.8 ","1.3.8 MentalHealth",MH16,Alcohol Use Disorder,11891,Z72.1,Z721,Alcohol use,''
570,"1.3.8 ","1.3.8 MentalHealth",MH13,Other form of Dementia,2398,F00.2,F002,"Dementia in Alzheimer disease, atypical or mixed type","Atypical dementia, Alzheimer type, "
571,"1.3.8 ","1.3.8 MentalHealth",MH09,Alzheimer’s disease,2399,F00.9,F009,"Dementia in Alzheimer disease, unspecified",''
572,"1.3.8 ","1.3.8 MentalHealth",MH13,Other form of Dementia,2399,F00.9,F009,"Dementia in Alzheimer disease, unspecified",''
573,"1.3.8 ","1.3.8 MentalHealth",MH13,Other form of Dementia,2407,F02,F02,Dementia in other diseases classified elsewhere,''
574,"1.3.8 ","1.3.8 MentalHealth",MH12,"Dementia due to stroke (Diabetes, Hypertension)",2409,F02.1,F021,Dementia in Creutzfeldt-Jakob disease,''
575,"1.3.8 ","1.3.8 MentalHealth",MH10,HIV related dementia,2412,F02.4,F024,Dementia in human immunodeficiency virus [HIV] disease,''
576,"1.3.8 ","1.3.8 MentalHealth",MH12,"Dementia due to stroke (Diabetes, Hypertension)",2417,F05.0,F050,"Delirium not superimposed on dementia, so described",''
